play_type,team,time,play_description,period_id,game_id,home_team,home_location,home_nickname,home_score_total,away_team,away_location,away_nickname,away_score_total,goalie_change,penalty,on_ice_situation,score,minute_start,second_start,clock,leader,away_goals,home_goals,sec_from_start,power_play_seconds,time_elapsed,time_remaining,player_name_1,player_jersey_1,home_skaters,away_skaters,penalty_type,penalty_level,penalty_length,start_power_play,end_power_play,shot_result,player_name_2,player_name_3,player_jersey_2,player_jersey_3,shot_type,season
Goalie,New York RivetersNYR,00:00,Starting Goalie #30 Jenny Scrivens,1,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jenny Scrivens,30,5,5,,,,,,,,,,,,2016
Penalty,Boston Pride,07:00,#16 Amanda Pelkey Cross-Checking Minor 2 minsPower Play,1,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 0 T,7,0,12:00,T,0,0,420,120,07:00,12:00,Amanda Pelkey,16,6,6,Cross-Checking,Minor,2 mins,420,540,,,,,,,2016
Goal,Boston Pride,10:23,#3 Jillian Dempsey from #16 Amanda Pelkey and #44 Zoe HickelEven Strength0 - 1 BOS,1,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 1 BOS,10,23,9:37,BOS,0,1 ,623,0,10:23,9:37,Jillian Dempsey,3,6,6,,,,420,540,made,Amanda Pelkey,Zoe Hickel,16,44,,2016
Penalty,Boston Pride,17:35,#91 Rachel Llanes Hooking Minor 2 minsPower Play,1,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 1 BOS,17,35,2:25,BOS,0,1 ,1055,120,17:35,2:25,Rachel Llanes,91,6,6,Hooking,Minor,2 mins,1055,1175,,,,,,,2016
Goalie,New York RivetersNYR,00:00,#30 Jenny Scrivens replaced by #30 Jenny Scrivens,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 1 BOS,0,0,20:00,BOS,0,1 ,1200,0,00:00,20:00,Jenny Scrivens replaced,30,6,6,,,,1055,1175,,Jenny Scrivens,,30,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 1 BOS,0,0,20:00,BOS,0,1 ,1200,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,1055,1175,,Brittany Ott,,29,,,2016
Goal,Boston Pride,00:28,#91 Rachel Llanes from #23 Corinne Buie and #15 Emily FieldEven Strength0 - 2 BOS,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 2 BOS,0,28,19:32,BOS,0,2 ,1228,0,00:28,19:32,Rachel Llanes,91,6,6,,,,1055,1175,made,Corinne Buie,Emily Field,23,15,,2016
Penalty,New York RivetersNYR,04:51,#8 Sydney Kidd Holding Minor 2 minsPower Play,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 2 BOS,4,51,15:09,BOS,0,2 ,1491,120,04:51,15:09,Sydney Kidd,8,6,6,Holding,Minor,2 mins,1491,1611,,,,,,,2016
Penalty,New York RivetersNYR,06:13,#26 Kiira Dosdall-Arena Hooking Minor 2 minsPower Play,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 2 BOS,6,13,13:47,BOS,0,2 ,1573,120,06:13,13:47,Kiira Dosdall-Arena,26,6,6,Hooking,Minor,2 mins,1573,1693,,,,,,,2016
PP Goal,Boston Pride,07:05,#14 Brianna Decker from #21 Hilary Knight and #19 Gigi MarvinPower Play0 - 3 BOS,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 3 BOS,7,5,12:55,BOS,0,3 ,1625,0,07:05,12:55,Brianna Decker,14,6,6,,,,1573,1693,made,Hilary Knight,Gigi Marvin,21,19,,2016
Goal,Boston Pride,09:04,#23 Corinne Buie from #15 Emily FieldEven Strength0 - 4 BOS,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 4 BOS,9,4,10:56,BOS,0,4 ,1744,0,09:04,10:56,Corinne Buie,23,6,6,,,,1573,1693,made,Emily Field,,15,,,2016
Penalty,Boston Pride,09:52,#3 Jillian Dempsey Tripping Minor 2 minsPower Play,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 4 BOS,9,52,10:08,BOS,0,4 ,1792,120,09:52,10:08,Jillian Dempsey,3,6,6,Tripping,Minor,2 mins,1792,1912,,,,,,,2016
Goalie,New York RivetersNYR,12:59,#30 Jenny Scrivens replaced by #33 Nana Fujimoto,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 4 BOS,12,59,7:01,BOS,0,4 ,1979,0,12:59,7:01,Jenny Scrivens replaced,30,6,6,,,,1792,1912,,Nana Fujimo,,33,,,2016
Goal,Boston Pride,12:59,#21 Hilary Knight from #14 Brianna Decker and #19 Gigi MarvinEven Strength0 - 5 BOS,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 5 BOS,12,59,7:01,BOS,0,5 ,1979,0,12:59,7:01,Hilary Knight,21,6,6,,,,1792,1912,made,Brianna Decker,Gigi Marvin,14,19,,2016
Penalty,New York RivetersNYR,17:39,#24 Celeste Brown Hooking Minor 2 minsPower Play,2,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,0 - 5 BOS,17,39,2:21,BOS,0,5 ,2259,120,17:39,2:21,Celeste Brown,24,6,6,Hooking,Minor,2 mins,2259,2379,,,,,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 5 BOS,0,0,20:00,BOS,0,5 ,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,2259,2379,,Brittany Ott,,29,,,2016
Goalie,New York RivetersNYR,00:00,#33 Nana Fujimoto replaced by #33 Nana Fujimoto,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 5 BOS,0,0,20:00,BOS,0,5 ,2400,0,00:00,20:00,Nana Fujimo replaced,33,6,6,,,,2259,2379,,Nana Fujimo,,33,,,2016
Goal,Boston Pride,01:26,#16 Amanda Pelkey from #3 Jillian Dempsey and #12 Marissa GedmanEven Strength0 - 6 BOS,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 6 BOS,1,26,18:34,BOS,0,6 ,2486,0,01:26,18:34,Amanda Pelkey,16,6,6,,,,2259,2379,made,Jillian Dempsey,Marissa Gedman,3,12,,2016
Goal,Boston Pride,04:35,#3 Jillian Dempsey from #21 Hilary Knight and #12 Marissa GedmanEven Strength0 - 7 BOS,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 7 BOS,4,35,15:25,BOS,0,7 ,2675,0,04:35,15:25,Jillian Dempsey,3,6,6,,,,2259,2379,made,Hilary Knight,Marissa Gedman,21,12,,2016
Goal,Boston Pride,05:06,#11 Jordan Smelker from #10 Blake Bolden and #14 Brianna DeckerEven Strength0 - 8 BOS,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,0 - 8 BOS,5,6,14:54,BOS,0,8 ,2706,0,05:06,14:54,Jordan Smelker,11,6,6,,,,2259,2379,made,Blake Bolden,Brianna Decker,10,14,,2016
Goal,New York RivetersNYR,10:07,#17 Bray Ketchum from #20 Brooke AmmermanEven Strength1 - 8 BOS,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,1 - 8 BOS,10,7,9:53,BOS,1,8 ,3007,0,10:07,9:53,Bray Ketchum,17,6,6,,,,2259,2379,made,Brooke Ammerman,,20,,,2016
Goalie,Boston Pride,11:32,#29 Brittany Ott replaced by #1 Kelsie Fralick,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,0,Even Strength,1 - 8 BOS,11,32,8:28,BOS,1,8 ,3092,0,11:32,8:28,Brittany Ott replaced,29,6,6,,,,2259,2379,,Kelsie Fralick,,1,,,2016
Penalty,New York RivetersNYR,15:04,#26 Kiira Dosdall-Arena Holding Minor 2 minsPower Play,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,1 - 8 BOS,15,4,4:56,BOS,1,8 ,3304,120,15:04,4:56,Kiira Dosdall-Arena,26,6,6,Holding,Minor,2 mins,3304,3424,,,,,,,2016
Penalty,New York RivetersNYR,19:56,#18 Meghan Fardelmann Cross-Checking Minor 2 minsPower Play,3,40884, Boston Pride,"",Boston Pride,8, New York Riveters,"",New York Riveters,1,,1,Even Strength,1 - 8 BOS,19,56,0:04,BOS,1,8 ,3596,120,19:56,0:04,Meghan Fardelmann,18,6,6,Cross-Checking,Minor,2 mins,3596,3716,,,,,,,2016
Goalie,Buffalo Beauts,00:00,Starting Goalie #34 Amanda Makela,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Amanda Makela,34,5,5,,,,,,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #24 Nicole Stock,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Nicole Sck,24,5,5,,,,,,,,,,,,2016
Goal,Connecticut Whale,08:51,#22 Danielle Ward from #17 Yekaterina SmolentsevaEven Strength0 - 1 CTW,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,0 - 1 CTW,8,51,11:09,CTW,0,1 ,531,0,08:51,11:09,Danielle Ward,22,6,6,,,,,,made,Yekaterina Smolentseva,,17,,,2016
Goal,Connecticut Whale,15:30,#17 Yekaterina Smolentseva from #13 Kaleigh Fratkin and #16 Micaela LongEven Strength0 - 2 CTW,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,0 - 2 CTW,15,30,4:30,CTW,0,2 ,930,0,15:30,4:30,Yekaterina Smolentseva,17,6,6,,,,,,made,Kaleigh Fratkin,Micaela Long,13,16,,2016
Penalty,Buffalo Beauts,16:12,#21 Devon Skeats Slashing Minor 2 minsPower Play,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,0 - 2 CTW,16,12,3:48,CTW,0,2 ,972,120,16:12,3:48,Devon Skeats,21,6,6,Slashing,Minor,2 mins,972,1092,,,,,,,2016
Goal,Connecticut Whale,19:22,#17 Yekaterina Smolentseva from #16 Micaela Long and #22 Danielle WardEven Strength0 - 3 CTW,1,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,0 - 3 CTW,19,22,0:38,CTW,0,3 ,1162,0,19:22,0:38,Yekaterina Smolentseva,17,6,6,,,,972,1092,made,Micaela Long,Danielle Ward,16,22,,2016
Goalie,Buffalo Beauts,00:00,#34 Amanda Makela replaced by #34 Amanda Makela,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,0 - 3 CTW,0,0,20:00,CTW,0,3 ,1200,0,00:00,20:00,Amanda Makela replaced,34,6,6,,,,972,1092,,Amanda Makela,,34,,,2016
Goalie,Connecticut Whale,00:00,#24 Nicole Stock replaced by #24 Nicole Stock,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,0 - 3 CTW,0,0,20:00,CTW,0,3 ,1200,0,00:00,20:00,Nicole Sck replaced,24,6,6,,,,972,1092,,Nicole Sck,,24,,,2016
Penalty,Connecticut Whale,02:59,#16 Micaela Long Hooking Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,0 - 3 CTW,2,59,17:01,CTW,0,3 ,1379,120,02:59,17:01,Micaela Long,16,6,6,Hooking,Minor,2 mins,1379,1499,,,,,,,2016
Penalty,Buffalo Beauts,03:44,#24 Hailey Browne Holding Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,0 - 3 CTW,3,44,16:16,CTW,0,3 ,1424,120,03:44,16:16,Hailey Browne,24,6,6,Holding,Minor,2 mins,1424,1544,,,,,,,2016
Goal,Buffalo Beauts,03:55,#3 Kelley Steadman from #10 Meghan Duggan and #23 Lindsay GriggEven Strength1 - 3 CTW,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,1 - 3 CTW,3,55,16:05,CTW,1,3 ,1435,0,03:55,16:05,Kelley Steadman,3,6,6,,,,1424,1544,made,Meghan Duggan,Lindsay Grigg,10,23,,2016
Penalty,Connecticut Whale,08:42,#61 Kelli Stack Cross-Checking Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,8,42,11:18,CTW,1,3 ,1722,120,08:42,11:18,Kelli Stack,61,6,6,Cross-Checking,Minor,2 mins,1722,1842,,,,,,,2016
Penalty,Connecticut Whale,13:01,#88 Alyssa Wohlfeiler Cross-Checking Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,13,1,6:59,CTW,1,3 ,1981,120,13:01,6:59,Alyssa Wohlfeiler,88,6,6,Cross-Checking,Minor,2 mins,1981,2101,,,,,,,2016
Penalty,Buffalo Beauts,13:01,#43 Tatiana Rafter Cross-Checking Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,13,1,6:59,CTW,1,3 ,1981,120,13:01,6:59,Tatiana Rafter,43,6,6,Cross-Checking,Minor,2 mins,1981,2101,,,,,,,2016
Penalty,Buffalo Beauts,16:39,#23 Lindsay Grigg Delay of game Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,16,39,3:21,CTW,1,3 ,2199,120,16:39,3:21,Lindsay Grigg  game,23,6,6,Delay,Minor,2 mins,2199,2319,,,,,,,2016
Penalty,Connecticut Whale,17:14,#13 Kaleigh Fratkin Tripping Minor 2 minsPower Play,2,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,17,14,2:46,CTW,1,3 ,2234,120,17:14,2:46,Kaleigh Fratkin,13,6,6,Tripping,Minor,2 mins,2234,2354,,,,,,,2016
Goalie,Connecticut Whale,00:00,#24 Nicole Stock replaced by #24 Nicole Stock,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,1 - 3 CTW,0,0,20:00,CTW,1,3 ,2400,0,00:00,20:00,Nicole Sck replaced,24,6,6,,,,2234,2354,,Nicole Sck,,24,,,2016
Goalie,Buffalo Beauts,00:00,#34 Amanda Makela replaced by #34 Amanda Makela,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,1 - 3 CTW,0,0,20:00,CTW,1,3 ,2400,0,00:00,20:00,Amanda Makela replaced,34,6,6,,,,2234,2354,,Amanda Makela,,34,,,2016
Penalty,Buffalo Beauts,01:20,#2 Paige Harrington Cross-Checking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,1,20,18:40,CTW,1,3 ,2480,120,01:20,18:40,Paige Harringn,2,6,6,Cross-Checking,Minor,2 mins,2480,2600,,,,,,,2016
Penalty,Connecticut Whale,03:57,#17 Yekaterina Smolentseva Elbowing Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,1 - 3 CTW,3,57,16:03,CTW,1,3 ,2637,120,03:57,16:03,Yekaterina Smolentseva Elbowing,17,6,6,,Minor,2 mins,2637,2757,,,,,,,2016
SH Goal,Connecticut Whale,05:18,#61 Kelli StackShort Handed1 - 4 CTW,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,1 - 4 CTW,5,18,14:42,CTW,1,4 ,2718,0,05:18,14:42,Kelli Stack,61,6,6,,,,2637,2757,made,,,,,,2016
Goal,Buffalo Beauts,06:28,#3 Kelley Steadman from #77 Hayley WilliamsEven Strength2 - 4 CTW,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,2 - 4 CTW,6,28,13:32,CTW,2,4 ,2788,0,06:28,13:32,Kelley Steadman,3,6,6,,,,2637,2757,made,Hayley Williams,,77,,,2016
Penalty,Connecticut Whale,10:14,#88 Alyssa Wohlfeiler Body Checking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,2 - 4 CTW,10,14,9:46,CTW,2,4 ,3014,120,10:14,9:46,Alyssa Wohlfeiler,88,6,6,Body Checking,Minor,2 mins,3014,3134,,,,,,,2016
Penalty,Buffalo Beauts,10:14,#43 Tatiana Rafter Body Checking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,2 - 4 CTW,10,14,9:46,CTW,2,4 ,3014,120,10:14,9:46,Tatiana Rafter,43,6,6,Body Checking,Minor,2 mins,3014,3134,,,,,,,2016
Penalty,Connecticut Whale,11:42,#26 Jordan Brickner Tripping Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,2 - 4 CTW,11,42,8:18,CTW,2,4 ,3102,120,11:42,8:18,Jordan Brickner,26,6,6,Tripping,Minor,2 mins,3102,3222,,,,,,,2016
Goal,Buffalo Beauts,15:17,#10 Meghan Duggan from #3 Kelley SteadmanEven Strength3 - 4 CTW,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,3 - 4 CTW,15,17,4:43,CTW,3,4 ,3317,0,15:17,4:43,Meghan Duggan,10,6,6,,,,3102,3222,made,Kelley Steadman,,3,,,2016
Penalty,Buffalo Beauts,15:45,#3 Kelley Steadman Hooking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,3 - 4 CTW,15,45,4:15,CTW,3,4 ,3345,120,15:45,4:15,Kelley Steadman,3,6,6,Hooking,Minor,2 mins,3345,3465,,,,,,,2016
PP Goal,Connecticut Whale,15:54,#61 Kelli Stack from #8 Kelly Babstock and #13 Kaleigh FratkinPower Play3 - 5 CTW,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,0,Even Strength,3 - 5 CTW,15,54,4:06,CTW,3,5 ,3354,0,15:54,4:06,Kelli Stack,61,6,6,,,,3345,3465,made,Kelly Babsck,Kaleigh Fratkin,8,13,,2016
Penalty,Connecticut Whale,16:08,#61 Kelli Stack High-Sticking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,3 - 5 CTW,16,8,3:52,CTW,3,5 ,3368,120,16:08,3:52,Kelli Stack,61,6,6,High-Sticking,Minor,2 mins,3368,3488,,,,,,,2016
Penalty,Connecticut Whale,16:12,#44 Tara Tomimoto Cross-Checking Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,3 - 5 CTW,16,12,3:48,CTW,3,5 ,3372,120,16:12,3:48,Tara Tomimo,44,6,6,Cross-Checking,Minor,2 mins,3372,3492,,,,,,,2016
Penalty,Connecticut Whale,18:24,#56 Jessica Koizumi Interference Minor 2 minsPower Play,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,,1,Even Strength,3 - 5 CTW,18,24,1:36,CTW,3,5 ,3504,120,18:24,1:36,Jessica Koizumi,56,6,6,Interference,Minor,2 mins,3504,3624,,,,,,,2016
Goalie,Buffalo Beauts,19:52,Pulled Goalie #34 Amanda Makela,3,40885, Connecticut Whale,"",Connecticut Whale,5, Buffalo Beauts,"",Buffalo Beauts,3,Pulled,0,Even Strength,3 - 5 CTW,19,52,0:08,CTW,3,5 ,3592,0,19:52,0:08,Pulled Goalie  Amanda Makela,34,6,6,,,,3504,3624,,,,,,,2016
Goalie,Boston Pride,00:00,Starting Goalie #29 Brittany Ott,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Brittany Ott,29,5,5,,,,,,,,,,,,2016
Goalie,Connecticut Whale,00:00,Starting Goalie #32 Jaimie Leonoff,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,Starting,0,Even Strength,0 - 0 T,0,0,20:00,T,0,0,0,0,00:00,20:00,Starting Goalie  Jaimie Leonoff,32,5,5,,,,,,,,,,,,2016
Goal,Connecticut Whale,06:20,#44 Tara Tomimoto from #61 Kelli Stack and #88 Alyssa WohlfeilerEven Strength1 - 0 CTW,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 0 CTW,6,20,13:40,CTW,1,0 ,380,0,06:20,13:40,Tara Tomimo,44,6,6,,,,,,made,Kelli Stack,Alyssa Wohlfeiler,61,88,,2016
Penalty,Connecticut Whale,07:04,#88 Alyssa Wohlfeiler Interference Minor 2 minsPower Play,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 0 CTW,7,4,12:56,CTW,1,0 ,424,120,07:04,12:56,Alyssa Wohlfeiler,88,6,6,Interference,Minor,2 mins,424,544,,,,,,,2016
Penalty,Boston Pride,11:09,#23 Corinne Buie Body Checking Minor 2 minsPower Play,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 0 CTW,11,9,8:51,CTW,1,0 ,669,120,11:09,8:51,Corinne Buie,23,6,6,Body Checking,Minor,2 mins,669,789,,,,,,,2016
PP Goal,Boston Pride,17:39,#11 Jordan Smelker from #21 Hilary Knight and #19 Gigi MarvinPower Play1 - 1 Tie,1,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 1 T,17,39,2:21,T,1,1 ,1059,0,17:39,2:21,Jordan Smelker,11,6,6,,,,669,789,made,Hilary Knight,Gigi Marvinie,21,19,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,1200,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,669,789,,Brittany Ott,,29,,,2016
Goalie,Connecticut Whale,00:00,#32 Jaimie Leonoff replaced by #32 Jaimie Leonoff,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 1 T,0,0,20:00,T,1,1 ,1200,0,00:00,20:00,Jaimie Leonoff replaced,32,6,6,,,,669,789,,Jaimie Leonoff,,32,,,2016
Penalty,Connecticut Whale,03:07,#61 Kelli Stack Cross-Checking Minor 2 minsPower Play,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 1 T,3,7,16:53,T,1,1 ,1387,120,03:07,16:53,Kelli Stack,61,6,6,Cross-Checking,Minor,2 mins,1387,1507,,,,,,,2016
Penalty,Connecticut Whale,03:14,#13 Kaleigh Fratkin Body Checking Minor 2 minsPower Play,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 1 T,3,14,16:46,T,1,1 ,1394,120,03:14,16:46,Kaleigh Fratkin,13,6,6,Body Checking,Minor,2 mins,1394,1514,,,,,,,2016
Penalty,Boston Pride,03:43,#23 Corinne Buie Tripping Minor 2 minsPower Play,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 1 T,3,43,16:17,T,1,1 ,1423,120,03:43,16:17,Corinne Buie,23,6,6,Tripping,Minor,2 mins,1423,1543,,,,,,,2016
PP Goal,Boston Pride,08:59,#19 Gigi Marvin from #22 Kacey Bellamy and #21 Hilary KnightPower Play1 - 2 BOS,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 2 BOS,8,59,11:01,BOS,1,2 ,1739,0,08:59,11:01,Gigi Marvin,19,6,6,,,,1423,1543,made,Kacey Bellamy,Hilary Knight,22,21,,2016
Penalty,Connecticut Whale,10:43,#56 Jessica Koizumi Hooking Minor 2 minsPower Play,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,1,Even Strength,1 - 2 BOS,10,43,9:17,BOS,1,2 ,1843,120,10:43,9:17,Jessica Koizumi,56,6,6,Hooking,Minor,2 mins,1843,1963,,,,,,,2016
Goal,Boston Pride,14:51,#16 Amanda PelkeyEven Strength1 - 3 BOS,2,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 3 BOS,14,51,5:09,BOS,1,3 ,2091,0,14:51,5:09,Amanda Pelkey,16,6,6,,,,1843,1963,made,,,,,,2016
Goalie,Boston Pride,00:00,#29 Brittany Ott replaced by #29 Brittany Ott,3,40891, Boston Pride,"",Boston Pride,4, Connecticut Whale,"",Connecticut Whale,1,,0,Even Strength,1 - 3 BOS,0,0,20:00,BOS,1,3 ,2400,0,00:00,20:00,Brittany Ott replaced,29,6,6,,,,1843,1963,,Brittany Ott,,29,,,2016
